player_name,product_link,product_title,price,availability,Presentation,SKU,Product type(s),Signed by,Team Name,Presentation type,Bin Number,Getty Images,Source,Presentation size,Photo size,Signing Date,Signing Location,Additional Signing Date 2
Trent Alexander-Arnold,https://www.icons.com/steven-gerrard-trent-alexander-arnold-signed-liverpool-fc-photos-in-dual-photo-frame-1.html,Steven Gerrard & Trent Alexander-Arnold Signed Liverpool FC Photos In Dual Photo Frame,279.99,False,,A10762ICTAALP1DP,Signed photos,"Steven Gerrard, Trent Alexander-Arnold",,Framed,D78,N/A,,,16 x 12 inches,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-acrylic-case-2021.html,Trent Alexander-Arnold Signed White and Black Under Armour Boot In Acrylic Case,299.99,False,,ICTAAB3AD,Signed boots,Trent Alexander-Arnold,,Acrylic Cased,N/A,N/A,,340mm (W) x 230mm (D) x 190mm (H),,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-uefa-champions-league-final-football-2021.html,Trent Alexander-Arnold Signed UEFA Champions League Final Football,249.99,False,,A10849,Signed balls,Trent Alexander-Arnold,,Unframed,N/A,,,,,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-2021.html,Trent Alexander-Arnold Signed White and Black Under Armour Boot,249.99,False,,ICTAAB3,Signed boots,Trent Alexander-Arnold,,Unframed,N/A,N/A,,,,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-home-shirt-in-hero-frame-option-1.html,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt Home Shirt In Hero Frame: Option 1,399.99,False,,ICTAAES1HF1,Signed shirts,Trent Alexander-Arnold,,Framed,N2,N/A,Icons Shop Limited,1015mm (W) x 750mm (H) x 25mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/dele-alli-trent-alexander-arnold-signed-england-shirts-in-classic-dual-frame.html,Dele Alli & Trent Alexander-Arnold Signed England Shirts In Classic Dual Frame,559.99,False,,ICDAES6ICTAAES1DS,Signed shirts,"Dele Alli, Trent Alexander-Arnold",,Framed,H2,"1068050026, 1061960142, 1063315858, 996393592",,1200mm (W) x 900mm (H) x 30mm (D),,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers-in-hero-frame-option-1.html,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers In Hero Frame: Option 1,449.99,False,,A10528HF1,Signed shirts,Trent Alexander-Arnold,,Framed,M13,1227743093 (Cropped),,1015mm (W) x 750mm (H) x 25mm (D),,,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers-in-classic-frame.html,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers In Classic Frame,399.99,False,,A10528CF,Signed shirts,Trent Alexander-Arnold,,Framed,M13,"1153112404, 1206707081",,885mm (H) x 780mm (W) x 30mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers.html,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers,299.99,False,,A10528,Signed shirts,Trent Alexander-Arnold,,Unframed,M13,N/A,,,,,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/georginio-wijnaldum-trent-alexander-arnold-signed-special-edition-liverpool-shirts-in-classic-dual-frame.html,Georginio Wijnaldum & Trent Alexander-Arnold Signed Special Edition Liverpool Shirts In Classic Dual Frame,599.99,False,,ICGWLS3ICTAALS6DS,Signed shirts,"Georginio Wijnaldum, Multi-Signed, Trent Alexander-Arnold",,Framed,J3,,,1200mm (W) x 900mm (H) x 30mm (D),,,,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-assist-king.html,Trent Alexander-Arnold Signed Plaque and Photo Frame: Assist King,199.99,False,,ICTAAPPLQ3,Signed cards and plaques,Trent Alexander-Arnold,,Framed,V982,1178661149,,,16 x 12 inches,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-fans-favourite.html,Trent Alexander-Arnold Signed Plaque and Photo Frame: Fans' Favourite,199.99,False,,ICTAAPPLQ2,Signed cards and plaques,Trent Alexander-Arnold,,Framed,V982,1147635940,,,16 x 12 inches,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-2019-uefa-champions-league-winner.html,Trent Alexander-Arnold Signed Plaque and Photo Frame: 2019 UEFA Champions League Winner,199.99,False,,ICTAAPPLQ1,Signed cards and plaques,Trent Alexander-Arnold,,Framed,V982,1147417963,,,16 x 12 inches,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame-premier-league-champions-special-edition.html,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame: Premier League Champions Special Edition,399.99,False,,ICTAALS6CF,Signed shirts,Trent Alexander-Arnold,,Framed,,,,885mm (H) x 780mm (W) x 30mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-premier-league-champions-special-edition.html,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt: Premier League Champions Special Edition,299.99,False,,ICTAALS6,Signed shirts,Trent Alexander-Arnold,,Unframed,,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-with-fan-style-numbers-in-classic-frame.html,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt With Fan Style Numbers In Classic Frame,349.99,False,,ICTAAES2CF,Signed shirts,Trent Alexander-Arnold,,Framed,J2,"1068050026, 1061960142",,885mm (H) x 780mm (W) x 30mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-with-fan-style-numbers.html,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt With Fan Style Numbers,249.99,False,,ICTAAES2,Signed shirts,Trent Alexander-Arnold,,Unframed,J2,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame-ynwa-edition.html,"Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame: ""YNWA"" Edition",449.99,False,,ICTAALS5CF,Signed shirts,Trent Alexander-Arnold,,Framed,J3,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-ynwa-edition.html,"Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt: ""YNWA"" Edition",349.99,False,,ICTAALS5,Signed shirts,Trent Alexander-Arnold,,Unframed,J3,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame.html,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame,349.99,False,,ICTAALS4CF,Signed shirts,Trent Alexander-Arnold,,Framed,,,,885mm (H) x 780mm (W) x 30mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt.html,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt,249.99,False,,ICTAALS4,Signed shirts,Trent Alexander-Arnold,,Unframed,,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-in-classic-frame.html,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt In Classic Frame,349.99,False,,ICTAAES1CF,Signed shirts,Trent Alexander-Arnold,,Framed,N2,"1068050026, 1061960142",Icons Shop Limited,885mm (H) x 780mm (W) x 30mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-bubble-frame-option-1.html,Trent Alexander-Arnold Signed Red Under Armour Boot In Bubble Frame: Option 1,349.99,False,,ICTAAB1BUBF1,Signed boots,Trent Alexander-Arnold,,Framed,J3,"1153100104, 1136559557",,610mm (W) x 520mm (H) x 127mm (D),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-acrylic-case.html,Trent Alexander-Arnold Signed Red Under Armour Boot In Acrylic Case,299.99,False,,ICTAAB1AD,Signed boots,Trent Alexander-Arnold,,Acrylic Cased,J3,N/A,,340mm (W) x 230mm (D) x 190mm (H),,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot.html,Trent Alexander-Arnold Signed Red Under Armour Boot,249.99,False,,ICTAAB1,Signed boots,Trent Alexander-Arnold,,Unframed,J3,N/A,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-2019-uefa-champions-league-final-programme-6times-edition.html,"Trent Alexander-Arnold Signed 2019 UEFA Champions League Final Programme: ""#6Times"" Edition",199.99,False,,ICTAALP3,Signed books,Trent Alexander-Arnold,,Unframed,V982,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-2019-uefa-champions-league-final-football.html,Trent Alexander-Arnold Signed 2019 UEFA Champions League Final Football,224.99,False,,ICTAAB2,Signed balls,Trent Alexander-Arnold,,Unframed,J3,,,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt.html,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt,249.99,False,,ICTAAES1,Signed shirts,Trent Alexander-Arnold,,Unframed,N2,N/A,Icons Shop Limited,,,10 Feb 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot-in-bubble-frame-option-1.html,Trent Alexander-Arnold Signed Black and Red Under Armour Boot In Bubble Frame: Option 1,399.99,False,,A10527BUBF1,Signed boots,Trent Alexander-Arnold,,Framed,N/A,"1153100104, 1136559557",,610mm (W) x 520mm (H) x 127mm (D),,22 Jan 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot-in-acrylic-case.html,Trent Alexander-Arnold Signed Black and Red Under Armour Boot In Acrylic Case,299.99,False,,A10527AD,Signed boots,Trent Alexander-Arnold,,Acrylic Cased,N/A,N/A,,340mm (W) x 230mm (D) x 190mm (H),,22 Jan 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot.html,Trent Alexander-Arnold Signed Black and Red Under Armour Boot,249.99,False,,A10527,Signed boots,Trent Alexander-Arnold,,Unframed,N/A,N/A,,,,22 Jan 2020,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-liverpool-photo-in-black-wooden-frame-2019-uefa-champions-league-winner.html,Trent Alexander-Arnold Signed Liverpool Photo In Black Wooden Frame: 2019 UEFA Champions League Winner,149.99,False,,ICTAALP1BWF,Signed photos,Trent Alexander-Arnold,,Framed,Z994,N/A,,570mm (H) x 470mm (W) x 30mm (D),16 x 12 inches,8 Aug 2019,Liverpool,
Trent Alexander-Arnold,https://www.icons.com/trent-alexander-arnold-signed-liverpool-photo-2019-uefa-champions-league-winner.html,Trent Alexander-Arnold Signed Liverpool Photo: 2019 UEFA Champions League Winner,99.99,False,,ICTAALP1,Signed photos,Trent Alexander-Arnold,,Unframed,Z994,N/A,,,16 x 12 inches,8 Aug 2019,Liverpool,
Dele Alli,https://www.icons.com/official-europa-league-dele-alli-signed-back-totenham-hotspur-lab-t-shirt-13595.html,Dele Alli Official UEFA Europa League Signed Back Totenham Hotspur Lab T-Shirt,179.99,True,,I2829UEL,Signed shirts,Dele Alli,Tottenham Hotspur,Unframed,L11,N/A,,,,,,
Dele Alli,https://www.icons.com/dele-alli-official-fifa-world-cup-back-signed-and-framed-england-2018-19-style-t-shirt-56039.html,Dele Alli Official 2018 FIFA World Cup™ Back Signed and Hero Framed England 2018-19 Style T-Shirt,1100.0,True,,ICDAES7FWC2018HF1,Signed shirts,Dele Alli,England,Framed,O15,N/A,Icons Shop Limited,1030mm (W) x 745mm (H) x 33mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-official-fifa-world-cup-back-signed-and-framed-england-2018-19-style-t-shirt-56038.html,Dele Alli Official 2018 FIFA World Cup™ Back Signed and Framed England 2018-19 Style T-Shirt,850.0,True,,ICDAES7FWC2018F,Signed shirts,Dele Alli,England,Framed,O15,N/A,Icons Shop Limited,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-landscape-england-photo-goal-vs-malta-1.html,Dele Alli Signed Landscape England Photo In Premium Photo Frame: Goal vs Malta,249.99,True,,ICDAEP4PPF,Signed photos,Dele Alli,England,Framed,Y993,N/A,Icons Shop Limited,,16 x 12 inches,29 Aug 2017,Burton upon Trent,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-lab-t-shirt-49169.html,Dele Alli Official Tottenham Hotspur Back Signed and Framed Lab T-Shirt,399.99,True,,I2829THFCF,Signed shirts,Dele Alli,Tottenham Hotspur,Framed,L11,N/A,Icons Shop Limited,1015mm (W) x 750mm (H) x 25mm (D),,,,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-t-shirt-49168.html,Dele Alli Official Tottenham Hotspur Signed and Framed T-Shirt,399.99,True,,I1281THFCF,Signed shirts,Dele Alli,Tottenham Hotspur,Framed,L14,N/A,Icons Shop Limited,1015mm (W) x 750mm (H) x 25mm (D),,,,
Dele Alli,https://www.icons.com/dele-alli-signed-tottenham-hotspur-2018-19-third-shirt-print-in-black-wooden-frame-limited-edition-dele-20.html,Dele Alli Signed Tottenham Hotspur 2018-19 Third Shirt Print In Black Wooden Frame: Limited Edition 'Dele 20',104.99,True,,ICDASP20BWF,Signed photos,Dele Alli,Tottenham Hotspur,Framed,C2,N/A,Icons Shop Limited,570mm (H) x 470mm (W) x 30mm (D),16 x 12 inches,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-plaque-and-photo-frame-north-london-derby-victory.html,Dele Alli Signed Plaque and Photo Frame: North London Derby Victory,74.99,True,,ICDAEPLQ5F,Signed cards and plaques,Dele Alli,,Framed,G18,1074420118,Icons Shop Limited,,16 x 12 inches,20 Oct 2017,,
Dele Alli,https://www.icons.com/dele-alli-signed-plaque-and-photo-frame-north-london-derby-goal-vs-arsenal.html,Dele Alli Signed Plaque and Photo Frame: North London Derby Goal vs Arsenal,74.99,True,,ICDAEPLQ4F,Signed cards and plaques,Dele Alli,,Framed,G18,1074421636,Icons Shop Limited,,16 x 12 inches,20 Oct 2017,,
Dele Alli,https://www.icons.com/warehouse-seconds-dele-alli-signed-back-tottenham-hotspur-lab-t-shirt-grade-a-34728.html,WAREHOUSE SECONDS Dele Alli Signed Back Tottenham Hotspur Lab T-Shirt Grade A,79.0,False,,Z2921,Signed shirts,Dele Alli,Tottenham Hotspur,Unframed,N/A,N/A,,,,,,
Dele Alli,https://www.icons.com/dele-alli-signed-england-photo-2018-fifa-world-cup-quarter-final-goal-vs-sweden-1.html,Dele Alli Signed England Photo In Premium Photo Frame: 2018 FIFA World Cup Quarter-Final Goal vs Sweden,199.99,False,,ICDAEP7PPF,Signed photos,Dele Alli,,Framed,C2,,Icons Shop Limited,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-england-2016-17-home-shirt-32741.html,Dele Alli Back Signed England 2016-17 Home Shirt,99.99,False,,I2681,Signed shirts,Dele Alli,England,Unframed,N5,N/A,,,,,,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2019-20-home-shirt-52801.html,Dele Alli Back Signed Tottenham Hotspur 2019-20 Home Shirt,199.99,False,,A10464,Signed shirts,Dele Alli,,Unframed,M5,N/A,,,,,,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2016-17-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Back Signed Tottenham Hotspur 2016-17 Home Shirt Home Shirt In Hero Frame: Option 1,279.99,False,,ICDASS12HF1,Signed shirts,Dele Alli,,Framed,L15,675157758,Icons Shop Limited,1015mm (W) x 750mm (H) x 25mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-england-2016-home-shirt-number-10-edition-home-shirt-in-hero-frame-option-1.html,Dele Alli Back Signed England 2016 Home Shirt: Number 10 Edition Home Shirt In Hero Frame: Option 1,279.99,False,,ICDAES4HF1,Signed shirts,Dele Alli,,Framed,H2,657998770,,1015mm (W) x 750mm (H) x 25mm (D),,20 Oct 2017,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-england-2016-home-shirt-number-10-edition-in-classic-frame.html,Dele Alli Back Signed England 2016 Home Shirt: Number 10 Edition In Classic Frame,239.99,False,,ICDAES4CF,Signed shirts,Dele Alli,,Framed,H2,"613355980, 613355122",,885mm (H) x 780mm (W) x 30mm (D),,20 Oct 2017,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2016-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Front Signed England 2016 Home Shirt Home Shirt In Hero Frame: Option 1,199.99,False,,ICDAES2HF1,Signed shirts,Dele Alli,,Framed,N4,657998770,Icons Shop Limited,1015mm (W) x 750mm (H) x 25mm (D),,,,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2014-15-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Front Signed England 2014-15 Home Shirt Home Shirt In Hero Frame: Option 1,97.49,False,,ICDAES1HF1,Signed shirts,Dele Alli,,Framed,H12,,,1015mm (W) x 750mm (H) x 25mm (D),,13 May 2016,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-tottenham-hotspur-2018-19-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Front Signed Tottenham Hotspur 2018-19 Home Shirt Home Shirt In Hero Frame: Option 1,279.99,False,,ICDASS9HF1,Signed shirts,Dele Alli,,Framed,H3,,,1015mm (W) x 750mm (H) x 25mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-tottenham-hotspur-2016-17-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Front Signed Tottenham Hotspur 2016-17 Home Shirt Home Shirt In Hero Frame: Option 1,244.99,False,,ICDASS11HF1,Signed shirts,Dele Alli,,Framed,H3,666113166,,1015mm (W) x 750mm (H) x 25mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-england-2018-19-home-shirt-with-fan-style-numbers-home-shirt-in-hero-frame-option-1.html,Dele Alli Back Signed England 2018-19 Home Shirt With Fan Style Numbers Home Shirt In Hero Frame: Option 1,299.99,False,,ICDAES6HF1,Signed shirts,Dele Alli,,Framed,H2,996383058,,1015mm (W) x 750mm (H) x 25mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2018-19-home-shirt-home-shirt-in-hero-frame-option-1.html,Dele Alli Front Signed England 2018-19 Home Shirt Home Shirt In Hero Frame: Option 1,279.99,False,,ICDAES8HF1,Signed shirts,Dele Alli,,Framed,H3,996383058,,1015mm (W) x 750mm (H) x 25mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-trent-alexander-arnold-signed-england-shirts-in-classic-dual-frame.html,Dele Alli & Trent Alexander-Arnold Signed England Shirts In Classic Dual Frame,559.99,False,,ICDAES6ICTAAES1DS,Signed shirts,"Dele Alli, Trent Alexander-Arnold",,Framed,H2,"1068050026, 1061960142, 1063315858, 996393592",,1200mm (W) x 900mm (H) x 30mm (D),,,,
Dele Alli,https://www.icons.com/dele-alli-signed-gold-adidas-x-boot-in-bubble-frame-option-1.html,Dele Alli Signed Gold Adidas X Boot In Bubble Frame: Option 1,324.99,False,,ICDASB9BUF1,Signed boots,Dele Alli,,Framed,H4,"940683308, 520251906",,610mm (W) x 520mm (H) x 127mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-tottenham-hotspur-2016-17-home-shirt-in-classic-frame.html,Dele Alli Front Signed Tottenham Hotspur 2016-17 Home Shirt In Classic Frame,209.99,False,,ICDASS11CF,Signed shirts,Dele Alli,,Framed,H3,"677745171, 627869814",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2016-home-shirt-in-classic-frame.html,Dele Alli Front Signed England 2016 Home Shirt In Classic Frame,187.49,False,,ICDAES2CF,Signed shirts,Dele Alli,,Framed,N4,"613355122, 613354978",Icons Shop Limited,885mm (H) x 780mm (W) x 30mm (D),,13 May 2016,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2014-15-home-shirt-in-classic-frame.html,Dele Alli Front Signed England 2014-15 Home Shirt In Classic Frame,82.49,False,,ICDAES1CF,Signed shirts,Dele Alli,,Framed,H12,"497556556, 497557308",,885mm (H) x 780mm (W) x 30mm (D),,13 May 2016,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2016-17-home-shirt-in-classic-frame-35918.html,Dele Alli Back Signed Tottenham Hotspur 2016-17 Home Shirt In Classic Frame,239.99,False,,ICDASS12CF,Signed shirts,Dele Alli,,Framed,L15,"675157758, 666113166",Icons Shop Limited,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2018-19-home-shirt-in-classic-frame-premier-league-edition.html,Dele Alli Back Signed Tottenham Hotspur 2018-19 Home Shirt In Classic Frame: Premier League Edition,239.99,False,,ICDASS13CF,Signed shirts,Dele Alli,,Framed,H3,"1134765755, 1061063334",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2018-19-home-shirt-in-classic-frame.html,Dele Alli Front Signed England 2018-19 Home Shirt In Classic Frame,239.99,False,,ICDAES8CF,Signed shirts,Dele Alli,,Framed,H3,"1063315858, 996393592",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-england-2018-19-home-shirt-with-fan-style-numbers-in-classic-frame.html,Dele Alli Back Signed England 2018-19 Home Shirt With Fan Style Numbers In Classic Frame,259.99,False,,ICDAES6CF,Signed shirts,Dele Alli,,Framed,H2,"1063315858, 996393592",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-england-2018-19-home-shirt.html,Dele Alli Front Signed England 2018-19 Home Shirt,159.99,False,,ICDAES8,Signed shirts,Dele Alli,,Unframed,H3,,,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2016-17-home-shirt-65190.html,Dele Alli Back Signed England 2018-19 Home Shirt With Fan Style Numbers,179.99,False,,ICDAES6,Signed shirts,Dele Alli,,Unframed,H2,,,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2016-17-home-shirt-80314.html,Dele Alli Front Signed Tottenham Hotspur 2016-17 Home Shirt,139.99,False,,ICDASS11,Signed shirts,Dele Alli,,Unframed,H3,,,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2016-17-home-shirt-12793.html,Dele Alli Back Signed Tottenham Hotspur 2016-17 Home Shirt,159.99,False,,ICDASS12,Signed shirts,Dele Alli,,Unframed,L15,N/A,Icons Shop Limited,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2018-19-home-shirt-premier-league-edition.html,Dele Alli Back Signed Tottenham Hotspur 2018-19 Home Shirt: Premier League Edition,199.99,False,,ICDASS13,Signed shirts,Dele Alli,,Unframed,H3,,,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-tottenham-hotspur-photo-in-black-wooden-frame-north-london-derby-goal-vs-arsenal.html,Dele Alli Signed Tottenham Hotspur Photo In Black Wooden Frame: North London Derby Goal vs Arsenal,149.99,False,,ICDASP22BWF,Signed photos,Dele Alli,,Framed,C1,1074420092,,570mm (W) x 470mm (H) x 30mm (D),16 x 12 inches,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-tottenham-hotspur-photo-north-london-derby-goal-vs-arsenal.html,Dele Alli Signed Tottenham Hotspur Photo: North London Derby Goal vs Arsenal,99.99,False,,ICDASP22,Signed photos,Dele Alli,,Unframed,C1,1074420092,,,16 x 12 inches,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-england-photo-in-black-wooden-frame-2018-fifa-world-cup-quarter-final-goal-vs-sweden.html,Dele Alli Signed England Photo In Black Wooden Frame: 2018 FIFA World Cup Quarter-Final Goal vs Sweden,104.99,False,,ICDAEP7BWF,Signed photos,Dele Alli,,Framed,C2,993372890,Icons Shop Limited,570mm (W) x 470mm (H) x 30mm (D),16 x 12 inches,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-tottenham-hotspur-2018-19-home-shirt-in-classic-frame-tottenham-stadium-inaugural-match-edition.html,Dele Alli Signed Tottenham Hotspur 2018-19 Home Shirt In Classic Frame: Inaugural Match Edition,299.99,False,,ICDASS8CF,Signed shirts,Dele Alli,,Framed,H3,"1140194166, 1134758901",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2018-19-home-shirt-in-classic-frame-uefa-champions-league-edition.html,Dele Alli Back Signed Tottenham Hotspur 2018-19 Home Shirt In Classic Frame: UEFA Champions League Edition,239.99,False,,ICDASS10CF,Signed shirts,Dele Alli,,Framed,H2,"1072451106, 1146109507",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-back-signed-tottenham-hotspur-2018-19-home-shirt-uefa-champions-league-edition.html,Dele Alli Back Signed Tottenham Hotspur 2018-19 Home Shirt: UEFA Champions League Edition,159.99,False,,ICDASS10,Signed shirts,Dele Alli,,Unframed,H2,,,,,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-front-signed-tottenham-hotspur-2018-19-home-shirt-in-classic-frame.html,Dele Alli Front Signed Tottenham Hotspur 2018-19 Home Shirt In Classic Frame,239.99,False,,ICDASS9CF,Signed shirts,Dele Alli,,Framed,H3,"1074420072, 1072451106",,885mm (H) x 780mm (W) x 30mm (D),,24 May 2019,London,
Dele Alli,https://www.icons.com/dele-alli-signed-tottenham-hotspur-2018-19-home-shirt-print-in-black-wooden-frame-limited-edition-dele-20.html,Dele Alli Signed Tottenham Hotspur 2018-19 Home Shirt Print In Black Wooden Frame: Limited Edition 'Dele 20',44.99,False,,ICDASP19BWF,Signed photos,Dele Alli,,Framed,C1,,,570mm (H) x 470mm (W) x 30mm (D),16 x 12 inches,24 May 2019,London,
